tile,role,num_aircraft,num_engines,propulsion,wing_type,wing_position
88_1040010044AC1100_tile_318.png,Small Civil Transport/Utility,5,1.0,propeller,straight,mid/low mounted
96_104001003C8C7800_tile_1183.png,Small Civil Transport/Utility,2,1.0,propeller,straight,high mounted
96_10400100096C2500_tile_1157.png,Small Civil Transport/Utility,4,1.0,propeller,straight,high mounted
90_104001002C567600_tile_8.png,Small Civil Transport/Utility,1,1.0,propeller,straight,mid/low mounted
105_104001003108D900_tile_57.png,Small Civil Transport/Utility,6,1.0,propeller,straight,high mounted
125_10400100363EC000_tile_412.png,Small Civil Transport/Utility,6,1.0,propeller,straight,mid/low mounted
29_104001000EC9AE00_tile_161.png,Small Civil Transport/Utility,5,1.0,propeller,straight,high mounted
45_10400100202A2200_tile_22.png,Small Civil Transport/Utility,25,1.0,propeller,straight,mid/low mounted
109_10400100168E2A00_tile_61.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
88_1040010044AC1100_tile_446.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
10_104001002E88FE00_tile_203.png,Small Civil Transport/Utility,1,1.0,propeller,straight,mid/low mounted
88_104001004B1A3D00_tile_322.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
81_1040010032B86F00_tile_373.png,Small Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
44_1040010049288700_tile_78.png,Small Civil Transport/Utility,6,1.0,propeller,straight,mid/low mounted
88_104001004B1A3D00_tile_313.png,Small Civil Transport/Utility,2,1.0,propeller,straight,high mounted
33_104001002C49CF00_tile_54.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
5_104001002C436A00_tile_268.png,Small Civil Transport/Utility,5,2.0,propeller,straight,mid/low mounted
67_1040010048B5A300_tile_1396.png,Small Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
88_1040010044AC1100_tile_331.png,Small Civil Transport/Utility,7,1.0,propeller,straight,high mounted
63_10400100484AA300_tile_22.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
88_10400100480E4300_tile_318.png,Small Civil Transport/Utility,12,1.0,propeller,straight,high mounted
96_104001000896F900_tile_1226.png,Small Civil Transport/Utility,3,1.0,propeller,straight,mid/low mounted
45_104001001CAC2B00_tile_101.png,Small Civil Transport/Utility,3,1.0,propeller,straight,high mounted
10_10400100386D9000_tile_25.png,Small Civil Transport/Utility,9,1.0,propeller,straight,mid/low mounted
123_10400100458F0500_tile_55.png,Small Civil Transport/Utility,6,1.0,propeller,straight,high mounted
96_10400100096C2500_tile_1129.png,Small Civil Transport/Utility,1,1.0,propeller,straight,high mounted
81_104001003AD0B700_tile_430.png,Small Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
66_104001003BA94300_tile_70.png,Small Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
49_104001001A248400_tile_95.png,Small Civil Transport/Utility,1,1.0,propeller,straight,mid/low mounted
117_104001001DD07A00_tile_216.png,Small Civil Transport/Utility,2,1.0,propeller,straight,high mounted
51_10400100061AF700_tile_275.png,Small Civil Transport/Utility,18,1.0,propeller,straight,mid/low mounted
60_1040010046430200_tile_518.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
81_1040010036B67400_tile_160.png,Medium Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
77_1040010043B0F100_tile_724.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
77_104001004299B200_tile_626.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
54_104001003D4C9C00_tile_463.png,Medium Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
18_10400100211BDD00_tile_3908.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
67_1040010048B5A300_tile_690.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
67_1040010048B5A300_tile_472.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
55_1040010048841900_tile_438.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
23_104001002E8B7900_tile_1038.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_1040050010DC4900_tile_3731.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
128_104001004215BF00_tile_1749.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
75_104001003D370500_tile_172.png,Medium Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
67_104001003F0B3200_tile_724.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
77_104001004299B200_tile_662.png,Medium Civil Transport/Utility,6,2.0,jet,swept,mid/low mounted
84_1040010049B46C00_tile_112.png,Medium Civil Transport/Utility,4,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_612.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
93_104001000493AA00_tile_1428.png,Medium Civil Transport/Utility,2,2.0,propeller,straight,mid/low mounted
114_104001000A497900_tile_632.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
126_104001000C4AEE00_tile_1970.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
56_104001000F345100_tile_162.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_729.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
84_1040010049B46C00_tile_150.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
126_104001000C4AEE00_tile_2029.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
118_104001003370CB00_tile_379.png,Medium Civil Transport/Utility,1,2.0,propeller,straight,mid/low mounted
54_104001003D4C9C00_tile_508.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
84_1040010049B46C00_tile_138.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
86_10400100290F5300_tile_162.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
115_10400100067A5900_tile_495.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
124_104001001F2A5700_tile_342.png,Medium Civil Transport/Utility,1,0.0,unpowered,straight,mid/low mounted
18_10400100211BDD00_tile_2872.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
125_10400100088C2C00_tile_86.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
23_104001002E8B7900_tile_2580.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_613.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_1040050010DC4900_tile_3137.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
100_1040010029990A00_tile_319.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
31_104001002809DA00_tile_734.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
67_104001003F0B3200_tile_722.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
84_10400100290F5300_tile_264.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_10400100061AF700_tile_464.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
77_1040010043B0F100_tile_735.png,Medium Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
18_10400100211BDD00_tile_4065.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
130_10400100452B0100_tile_1164.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
1_104005000FDC8D00_tile_28.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
84_1040010006ABC200_tile_196.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
106_10400100457A8A00_tile_83.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
23_104001002E8B7900_tile_2517.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
118_104001000A341F00_tile_426.png,Medium Civil Transport/Utility,3,2.0,propeller,straight,high mounted
118_104001003370CB00_tile_328.png,Medium Civil Transport/Utility,2,1.0,propeller,straight,high mounted
114_1040010049AD0900_tile_204.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_727.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
31_10400100443CFD00_tile_820.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
31_10400100443CFD00_tile_260.png,Medium Civil Transport/Utility,4,2.0,jet,swept,mid/low mounted
124_104001001F2A5700_tile_179.png,Medium Civil Transport/Utility,3,2.0,propeller,straight,mid/low mounted
4_10400100101BE000_tile_846.png,Medium Civil Transport/Utility,4,1.0,propeller,straight,high mounted
126_104001000C4AEE00_tile_2082.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
77_104001004299B200_tile_629.png,Medium Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
82_10400100435D3500_tile_403.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
97_104001003823A400_tile_231.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_104001003D4C9C00_tile_571.png,Medium Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
77_104001004299B200_tile_866.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
86_1040010049B46C00_tile_305.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
77_1040010043B0F100_tile_869.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
4_1040010019345B00_tile_804.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
115_10400100067A5900_tile_216.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
42_10400100055EA300_tile_1023.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
59_104001001DC7F200_tile_729.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
73_104001004458C500_tile_577.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_10400100211BDD00_tile_4111.png,Large Civil Transport/Utility,1,4.0,jet,swept,mid/low mounted
93_104001000493AA00_tile_1592.png,Large Civil Transport/Utility,4,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_3211.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
37_104001000EA43C00_tile_231.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_104001002A4FAA00_tile_1287.png,Large Civil Transport/Utility,1,4.0,jet,swept,mid/low mounted
54_10400100061AF700_tile_728.png,Large Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
18_10400100211BDD00_tile_3347.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
37_104001000EA43C00_tile_232.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_10400100211BDD00_tile_3596.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_104001000493AA00_tile_1633.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
118_1040010023C25400_tile_293.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
26_104001002E574100_tile_2441.png,Large Civil Transport/Utility,1,4.0,jet,swept,mid/low mounted
23_104001002E8B7900_tile_1347.png,Large Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_782.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_1040010048202D00_tile_1511.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_3316.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
67_104001003F0B3200_tile_295.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_104001003D4C9C00_tile_273.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_2517.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
126_104001000C4AEE00_tile_1491.png,Large Civil Transport/Utility,1,4.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_346.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
118_104001000A341F00_tile_307.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_104001000493AA00_tile_1556.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
86_1040010044D30600_tile_357.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
26_104001001CD3B900_tile_1694.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_1040050010DC4900_tile_3177.png,Large Civil Transport/Utility,2,4.0,jet,swept,mid/low mounted
93_1040010048202D00_tile_1478.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_10400100211BDD00_tile_4386.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
18_1040050010DC4900_tile_3040.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
4_10400100360CD600_tile_814.png,Large Civil Transport/Utility,3,2.0,jet,swept,mid/low mounted
37_104001000EA43C00_tile_247.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
82_10400100435D3500_tile_1190.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_1040010042D13B00_tile_674.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
84_1040010006ABC200_tile_187.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
39_104001001D4E6100_tile_471.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_104001000493AA00_tile_1512.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_10400100061AF700_tile_678.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_3737.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
26_1040010011C6F000_tile_1489.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
59_1040010047789700_tile_1660.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
59_1040010047789700_tile_1767.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_3879.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
31_10400100443CFD00_tile_358.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
84_10400100290F5300_tile_105.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_3222.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
77_1040010040119E00_tile_903.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_104001003D4C9C00_tile_502.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_767.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
69_104005000CDBE200_tile_2612.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
93_1040010048202D00_tile_1471.png,Large Civil Transport/Utility,2,2.0,jet,swept,mid/low mounted
31_104001002809DA00_tile_507.png,Large Civil Transport/Utility,1,2.0,jet,swept,mid/low mounted
54_1040010024086400_tile_742.png,Large Civil Transport/Utility,2,4.0,jet,swept,mid/low mounted
118_1040010023C25400_tile_1041.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
59_104001001DC7F200_tile_1368.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
60_1040010046430200_tile_337.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
59_104001002E3F7500_tile_876.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
59_104001002E3F7500_tile_923.png,Military Transport/Utility/AWAC,6,4.0,propeller,straight,high mounted
59_104001002E3F7500_tile_1239.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
59_1040010047789700_tile_1556.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
53_1040010008249C00_tile_119.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,high mounted
55_1040010048841900_tile_308.png,Military Transport/Utility/AWAC,1,2.0,jet,straight,high mounted
55_1040010048841900_tile_661.png,Military Transport/Utility/AWAC,2,2.0,propeller,straight,high mounted
55_1040010049CD5600_tile_186.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,high mounted
59_1040010047789700_tile_1557.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
100_1040010046CD1500_tile_298.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,high mounted
67_1040010046D15B00_tile_1576.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
67_1040010048B5A300_tile_1273.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
53_1040010008249C00_tile_135.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
67_1040010048B5A300_tile_1312.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
55_1040010048841900_tile_471.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,high mounted
118_10400100213D3100_tile_526.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
100_1040010046CD1500_tile_299.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,high mounted
66_1040010037570000_tile_78.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
127_1040010022BC3B00_tile_559.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
11_1040010016C34900_tile_255.png,Military Transport/Utility/AWAC,1,2.0,jet,straight,high mounted
59_104001002E3F7500_tile_930.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,high mounted
118_104001000A341F00_tile_463.png,Military Transport/Utility/AWAC,1,2.0,propeller,straight,mid/low mounted
55_1040010049CD5600_tile_347.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,high mounted
55_1040010048841900_tile_348.png,Military Transport/Utility/AWAC,4,2.0,propeller,straight,high mounted
115_10400100067A5900_tile_427.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
118_104001003C1B4D00_tile_857.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
118_1040010023C25400_tile_1006.png,Military Transport/Utility/AWAC,3,4.0,jet,swept,mid/low mounted
55_1040010048841900_tile_389.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,high mounted
67_1040010046D15B00_tile_1619.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
55_1040010049CD5600_tile_309.png,Military Transport/Utility/AWAC,4,2.0,propeller,straight,high mounted
118_1040010023C25400_tile_1007.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
55_1040010048841900_tile_351.png,Military Transport/Utility/AWAC,4,2.0,jet,straight,high mounted
96_104001003C8C7800_tile_51.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,high mounted
118_1040010023C25400_tile_1039.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
127_104001002B3BB400_tile_682.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,high mounted
53_10400100080B8100_tile_98.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
120_1040010044D1B900_tile_82.png,Military Transport/Utility/AWAC,2,2.0,propeller,straight,mid/low mounted
115_104001004B8E2D00_tile_631.png,Military Transport/Utility/AWAC,3,4.0,jet,swept,mid/low mounted
66_104001002227AF00_tile_87.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,mid/low mounted
60_1040010046430200_tile_356.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_657.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
67_1040010046D15B00_tile_1659.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
55_1040010048841900_tile_271.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
59_104001001DC7F200_tile_1081.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,high mounted
67_104001003F0B3200_tile_1345.png,Military Transport/Utility/AWAC,1,4.0,jet,swept,mid/low mounted
55_1040010048841900_tile_347.png,Military Transport/Utility/AWAC,4,2.0,jet,straight,high mounted
59_1040010047789700_tile_1094.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
53_10400100087A4F00_tile_97.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
127_1040010022BC3B00_tile_558.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,high mounted
118_1040010023C25400_tile_1074.png,Military Transport/Utility/AWAC,2,4.0,jet,swept,mid/low mounted
55_1040010049CD5600_tile_623.png,Military Transport/Utility/AWAC,4,2.0,propeller,straight,high mounted
18_10400100211BDD00_tile_4745.png,Military Transport/Utility/AWAC,2,4.0,propeller,straight,mid/low mounted
55_1040010049CD5600_tile_624.png,Military Transport/Utility/AWAC,2,2.0,propeller,straight,high mounted
53_1040010008249C00_tile_120.png,Military Transport/Utility/AWAC,3,4.0,propeller,straight,high mounted
78_10400100351F9900_tile_126.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,mid/low mounted
67_104001003F0B3200_tile_1320.png,Military Transport/Utility/AWAC,1,4.0,propeller,straight,high mounted
20_1040010038CAE700_tile_123.png,Military Transport/Utility/AWAC,1,4.0,propeller,swept,high mounted
127_1040010022BC3B00_tile_584.png,Military Fighter/Interceptor/Attack,1,1.0,jet,straight,mid/low mounted
115_10400100067A5900_tile_650.png,Military Fighter/Interceptor/Attack,2,2.0,jet,delta,mid/low mounted
127_1040010022BC3B00_tile_560.png,Military Fighter/Interceptor/Attack,1,1.0,jet,straight,mid/low mounted
52_1040010039815D00_tile_555.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
91_1040010039040600_tile_173.png,Military Fighter/Interceptor/Attack,1,1.0,jet,straight,mid/low mounted
118_104001003370CB00_tile_358.png,Military Fighter/Interceptor/Attack,1,2.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_1066.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
127_104001002B3BB400_tile_658.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
81_1040010032B86F00_tile_399.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
35_1040010037542500_tile_93.png,Military Fighter/Interceptor/Attack,1,1.0,propeller,straight,mid/low mounted
114_104001000A497900_tile_113.png,Military Fighter/Interceptor/Attack,1,2.0,jet,variable swept,high mounted
115_10400100067A5900_tile_694.png,Military Fighter/Interceptor/Attack,3,1.0,jet,swept,mid/low mounted
115_104001004B8E2D00_tile_985.png,Military Fighter/Interceptor/Attack,7,1.0,jet,swept,mid/low mounted
118_104001003C1B4D00_tile_357.png,Military Fighter/Interceptor/Attack,1,2.0,jet,swept,mid/low mounted
128_104001004215BF00_tile_1852.png,Military Fighter/Interceptor/Attack,1,2.0,jet,delta,mid/low mounted
98_104001000B9F7B00_tile_130.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
128_104001004215BF00_tile_1851.png,Military Fighter/Interceptor/Attack,3,2.0,jet,delta,mid/low mounted
114_104001000453C000_tile_140.png,Military Fighter/Interceptor/Attack,3,2.0,jet,variable swept,high mounted
98_104001000B9F7B00_tile_129.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
66_104001003BA94300_tile_83.png,Military Fighter/Interceptor/Attack,4,1.0,jet,delta,mid/low mounted
66_1040010037570000_tile_98.png,Military Fighter/Interceptor/Attack,4,1.0,jet,delta,mid/low mounted
128_104001004215BF00_tile_1886.png,Military Fighter/Interceptor/Attack,1,2.0,jet,straight,mid/low mounted
66_1040010037570000_tile_84.png,Military Fighter/Interceptor/Attack,4,1.0,jet,delta,mid/low mounted
54_1040010024086400_tile_498.png,Military Fighter/Interceptor/Attack,1,2.0,propeller,straight,mid/low mounted
59_1040010047789700_tile_1150.png,Military Fighter/Interceptor/Attack,1,2.0,jet,straight,mid/low mounted
48_104001001C215A00_tile_159.png,Military Fighter/Interceptor/Attack,2,2.0,jet,swept,mid/low mounted
1_104005000FDC8D00_tile_13.png,Military Fighter/Interceptor/Attack,3,2.0,jet,swept,mid/low mounted
118_104001003C1B4D00_tile_358.png,Military Fighter/Interceptor/Attack,1,2.0,jet,swept,mid/low mounted
98_104001000BA69D00_tile_99.png,Military Fighter/Interceptor/Attack,1,1.0,jet,swept,mid/low mounted
66_104001003BA94300_tile_90.png,Military Fighter/Interceptor/Attack,1,1.0,jet,delta,mid/low mounted
