"Image ID","Filename","Subset","Actual Objects","Actual Classes","Actual Class Names","Predicted Objects","Predicted Classes","Predicted Class Names","Predicted Object Diagnostics","Predicted Bounding Boxes","Count Accuracy","Class Accuracy","Localization Accuracy","Count Confidence","Class Confidence","Decision Rationale","Cost","API Duration (ms)","Image Width","Image Height","Status","LLM Response"
"115_104001004B8E2D00_tile_1039","115_104001004B8E2D00_tile_1039.png","rareplanes_yolo_300_final","1","4","Military Fighter/Interceptor/Attack","","","","","","0.0%","0.0%","","92.0%","","","$0.0196","3098","512","512","completed","```json {   ""objects"": [],   ""count"": 0,   ""countConfidence"": 0.92 } ```"
"114_104001000453C000_tile_140","114_104001000453C000_tile_140.png","rareplanes_yolo_300_final","3","4;4;4","Military Fighter/Interceptor/Attack;Military Fighter/Interceptor/Attack;Military Fighter/Interceptor/Attack","3","4;4;4","Military Fighter/Interceptor/Attack;Military Fighter/Interceptor/Attack;Military Fighter/Interceptor/Attack","Military Fighter/Interceptor/Attack|||||;Military Fighter/Interceptor/Attack|||||;Military Fighter/Interceptor/Attack|||||","","100.0%","100.0%","","88.0%","92.0%;90.0%;88.0%","","$0.0284","4221","512","512","completed","```json {   ""objects"": [     {       ""class"": 4,       ""className"": ""Military Fighter/Interceptor/Attack"",       ""confidence"": 0.92     },     {       ""class"": 4,       ""className"": ""Military Fighter/Interceptor/Attack"",       ""confidence"": 0.9     },     {       ""class"": 4,       ""className"": ""Military Fighter/Interceptor/Attack"",       ""confidence"": 0.88     }   ],   ""count"": 3,   ""countConfidence"": 0.88 } ```"
"88_104001004B1A3D00_tile_322","88_104001004B1A3D00_tile_322.png","rareplanes_yolo_300_final","1","0","Small Civil Transport/Utility","","","","","","0.0%","0.0%","","95.0%","","","$0.0195","5356","512","512","completed","```json {   ""objects"": [],   ""count"": 0,   ""countConfidence"": 0.95 } ```"
"76_104001004941CB00_tile_171","76_104001004941CB00_tile_171.png","rareplanes_yolo_300_final","3","0;0;0","Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility","3","3;4;4","Military Transport/Utility/AWAC;Military Fighter/Interceptor/Attack;Military Fighter/Interceptor/Attack","Military Transport/Utility/AWAC|||||;Military Fighter/Interceptor/Attack|||||;Military Fighter/Interceptor/Attack|||||","","100.0%","0.0%","","40.0%","60.0%;45.0%;40.0%","","$0.0416","8636","512","512","completed","I'll analyze this satellite image carefully for aircraft.  Looking at the image, I can see: - A runway with white dashed markings at the top of the image - Brown/dirt terrain making up most of the image - In the lower portion of the image, there appear to be some aircraft parked near what looks like an apron or parking area - I can identify what appears to be a large aircraft (possibly military transport) in the lower-center area - There appear to be a few smaller aircraft in the bottom-right corner area  Let me classify each detected aircraft:  1. A large aircraft in the lower-center area - appears to be a military transport type based on its size and shape 2. What appears to be smaller aircraft near the bottom-right corner area - these look like smaller military or utility aircraft  ```json {   ""objects"": [     {       ""class"": 3,       ""className"": ""Military Transport/Utility/AWAC"",       ""confidence"": 0.6     },     {       ""class"": 4,       ""className"": ""Military Fighter/Interceptor/Attack"",       ""confidence"": 0.45     },     {       ""class"": 4,       ""className"": ""Military Fighter/Interceptor/Attack"",       ""confidence"": 0.4     }   ],   ""count"": 3,   ""countConfidence"": 0.4 } ```"
"55_1040010048841900_tile_438","55_1040010048841900_tile_438.png","rareplanes_yolo_300_final","2","1;1","Medium Civil Transport/Utility;Medium Civil Transport/Utility","3","1;1;0","Medium Civil Transport/Utility;Medium Civil Transport/Utility;Small Civil Transport/Utility","Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Small Civil Transport/Utility|||||","","66.7%","66.7%","","55.0%","85.0%;88.0%;40.0%","","$0.0433","9345","512","512","completed","I'll analyze the satellite image carefully for aircraft.  Looking at the image, I can identify aircraft on the apron/tarmac area to the right side of the buildings:  1. **Top right**: A medium-sized aircraft parked on the tarmac, appearing to be a civil transport aircraft with a light/white color scheme.  2. **Center right**: Another aircraft parked on the tarmac, also appearing to be a medium-sized civil transport aircraft with visible wings and fuselage.  3. **Lower right area**: There appears to be a faint shadow/outline of possibly a third aircraft, though it's less distinct.  Let me look more carefully - I can clearly see 2 aircraft, and there's a faint marking that could be a third on the lower portion of the tarmac.  The two clearly visible aircraft appear to be medium-sized civil transport planes based on their size relative to the buildings and vehicles visible in the image.  ```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.88     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.4     }   ],   ""count"": 3,   ""countConfidence"": 0.55 } ```"
"125_10400100088C2C00_tile_86","125_10400100088C2C00_tile_86.png","rareplanes_yolo_300_final","1","1","Medium Civil Transport/Utility","1","1","Medium Civil Transport/Utility","Medium Civil Transport/Utility|||||","","100.0%","100.0%","","95.0%","82.0%","","$0.0225","4056","512","512","completed","```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.82     }   ],   ""count"": 1,   ""countConfidence"": 0.95 } ```"
"59_104001001DC7F200_tile_729","59_104001001DC7F200_tile_729.png","rareplanes_yolo_300_final","2","2;2","Large Civil Transport/Utility;Large Civil Transport/Utility","2","1;1","Medium Civil Transport/Utility;Medium Civil Transport/Utility","Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||","","100.0%","0.0%","","88.0%","85.0%;80.0%","","$0.0252","5129","512","512","completed","```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.8     }   ],   ""count"": 2,   ""countConfidence"": 0.88 } ```"
"37_104001000EA43C00_tile_232","37_104001000EA43C00_tile_232.png","rareplanes_yolo_300_final","1","2","Large Civil Transport/Utility","1","1","Medium Civil Transport/Utility","Medium Civil Transport/Utility|||||","","100.0%","0.0%","","95.0%","82.0%","","$0.0225","3773","512","512","completed","```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.82     }   ],   ""count"": 1,   ""countConfidence"": 0.95 } ```"
"108_1040010043890900_tile_38","108_1040010043890900_tile_38.png","rareplanes_yolo_300_final","10","0;0;0;0;0;0;0;0;0;0","Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility","7","0;0;0;0;0;0;0","Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility;Small Civil Transport/Utility","Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||;Small Civil Transport/Utility|||||","","70.0%","70.0%","","70.0%","85.0%;85.0%;80.0%;80.0%;75.0%;70.0%;65.0%","","$0.0498","8783","512","512","completed","I'll analyze the satellite image carefully, focusing on the right side where I can see several small aircraft parked on the apron/ramp area.  Looking at the lower-right portion of the image, I can identify multiple small aircraft parked in what appears to be a general aviation parking area near a runway marked with the number ""4"".  Let me count the visible aircraft: 1. Several small planes parked in a cluster on the right side of the image 2. I can identify approximately 6-7 small aircraft in the parking area  These appear to be small general aviation aircraft (single or twin-engine propeller planes) based on their size relative to the runway and taxiway infrastructure.  ```json {   ""objects"": [     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.8     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.8     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.75     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.7     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.65     }   ],   ""count"": 7,   ""countConfidence"": 0.7 } ```"
"77_104001004299B200_tile_866","77_104001004299B200_tile_866.png","rareplanes_yolo_300_final","2","2;2","Large Civil Transport/Utility;Large Civil Transport/Utility","4","2;2;2;2","Large Civil Transport/Utility;Large Civil Transport/Utility;Large Civil Transport/Utility;Large Civil Transport/Utility","Large Civil Transport/Utility|||||;Large Civil Transport/Utility|||||;Large Civil Transport/Utility|||||;Large Civil Transport/Utility|||||","","50.0%","50.0%","","90.0%","90.0%;88.0%;85.0%;85.0%","","$0.0460","9609","512","512","completed","I'll analyze this satellite image of what appears to be a commercial airport terminal area with aircraft parked at gates.  Let me identify each aircraft:  1. **Top-left aircraft**: A large commercial aircraft parked at a gate, appears to be a wide-body aircraft with significant wingspan and length. This looks like a large civil transport aircraft.  2. **Top-right aircraft**: Another large commercial aircraft at a gate, similar in size to the first, appears to be a wide-body airliner.  3. **Bottom-center aircraft**: A large commercial aircraft parked at the terminal, appears to be a wide-body or large narrow-body aircraft connected to a jet bridge.  4. **Bottom-right aircraft**: Another commercial aircraft at a gate, appears to be of similar or slightly smaller size, likely a large narrow-body or medium wide-body.  All aircraft are at commercial terminal gates with jet bridges, ground service equipment visible, consistent with civil transport operations.  ```json {   ""objects"": [     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.9     },     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.88     },     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.85     }   ],   ""count"": 4,   ""countConfidence"": 0.9 } ```"
"26_104001002E574100_tile_2001","26_104001002E574100_tile_2001.png","rareplanes_yolo_300_final","1","4","Military Fighter/Interceptor/Attack","2","1;0","Medium Civil Transport/Utility;Small Civil Transport/Utility","Medium Civil Transport/Utility|||||;Small Civil Transport/Utility|||||","","50.0%","0.0%","","55.0%","65.0%;40.0%","","$0.0252","4268","512","512","completed","```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.65     },     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.4     }   ],   ""count"": 2,   ""countConfidence"": 0.55 } ```"
"39_104001001D4E6100_tile_471","39_104001001D4E6100_tile_471.png","rareplanes_yolo_300_final","1","2","Large Civil Transport/Utility","1","3","Military Transport/Utility/AWAC","Military Transport/Utility/AWAC|||||","","100.0%","0.0%","","85.0%","88.0%","","$0.0335","7615","512","512","completed","I'll analyze the satellite image carefully for aircraft.  In the upper right corner of the image, I can see a large aircraft parked on the apron/tarmac area. It appears to be a large military transport aircraft based on its shape - it has a high-wing configuration with four engines and a T-tail, which is characteristic of military transport aircraft like a C-17 or similar heavy lifter.  There also appear to be a few very small objects on the taxiways/apron that could be small vehicles or possibly small aircraft, but they are too small and indistinct to classify with confidence as aircraft.  I'll focus on the clearly identifiable aircraft:  ```json {   ""objects"": [     {       ""class"": 3,       ""className"": ""Military Transport/Utility/AWAC"",       ""confidence"": 0.88     }   ],   ""count"": 1,   ""countConfidence"": 0.85 } ```"
"59_1040010047789700_tile_1094","59_1040010047789700_tile_1094.png","rareplanes_yolo_300_final","2","3;3","Military Transport/Utility/AWAC;Military Transport/Utility/AWAC","2","3;2","Military Transport/Utility/AWAC;Large Civil Transport/Utility","Military Transport/Utility/AWAC|||||;Large Civil Transport/Utility|||||","","100.0%","50.0%","","92.0%","72.0%;85.0%","","$0.0339","10057","512","512","completed","I'll analyze the satellite image carefully for aircraft.  In this image, I can identify two aircraft:  1. **Bottom-left area**: A military aircraft, appears to be a large propeller-driven aircraft (possibly a bomber or transport type) parked on the tarmac. It has a military appearance with multiple engines.  2. **Right side**: A large civil transport aircraft parked at what appears to be a gate or parking position with a jet bridge connected. It has a white fuselage typical of commercial airliners.  ```json {   ""objects"": [     {       ""class"": 3,       ""className"": ""Military Transport/Utility/AWAC"",       ""confidence"": 0.72     },     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.85     }   ],   ""count"": 2,   ""countConfidence"": 0.92 } ```"
"59_104001002E3F7500_tile_1239","59_104001002E3F7500_tile_1239.png","rareplanes_yolo_300_final","1","3","Military Transport/Utility/AWAC","1","0","Small Civil Transport/Utility","Small Civil Transport/Utility|||||","","100.0%","0.0%","","90.0%","72.0%","","$0.0225","4341","512","512","completed","```json {   ""objects"": [     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.72     }   ],   ""count"": 1,   ""countConfidence"": 0.9 } ```"
"54_1040010024086400_tile_612","54_1040010024086400_tile_612.png","rareplanes_yolo_300_final","2","1;1","Medium Civil Transport/Utility;Medium Civil Transport/Utility","4","2;2;1;1","Large Civil Transport/Utility;Large Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility","Large Civil Transport/Utility|||||;Large Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||","","50.0%","50.0%","","82.0%","90.0%;92.0%;85.0%;80.0%","","$0.0306","5047","512","512","completed","```json {   ""objects"": [     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.9     },     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.92     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.8     }   ],   ""count"": 4,   ""countConfidence"": 0.82 } ```"
"120_1040010044D1B900_tile_82","120_1040010044D1B900_tile_82.png","rareplanes_yolo_300_final","2","3;3","Military Transport/Utility/AWAC;Military Transport/Utility/AWAC","1","3","Military Transport/Utility/AWAC","Military Transport/Utility/AWAC|||||","","50.0%","50.0%","","70.0%","60.0%","","$0.0321","13341","512","512","completed","I'll analyze this satellite image carefully for any aircraft.  Looking at the image, I can see a snowy landscape with roads intersecting and some structures. In the lower right corner, there appears to be what looks like an aircraft parked near some buildings/structures. The aircraft appears to be a medium-to-large military transport type based on its size and shape relative to the surrounding structures and roads.  The dark-colored aircraft visible in the lower right portion of the image appears to be a military transport aircraft, given its size, shape, and what appears to be a remote/military-style setting.  ```json {   ""objects"": [     {       ""class"": 3,       ""className"": ""Military Transport/Utility/AWAC"",       ""confidence"": 0.6     }   ],   ""count"": 1,   ""countConfidence"": 0.7 } ```"
"26_104001002E574100_tile_2441","26_104001002E574100_tile_2441.png","rareplanes_yolo_300_final","1","2","Large Civil Transport/Utility","1","2","Large Civil Transport/Utility","Large Civil Transport/Utility|||||","","100.0%","100.0%","","97.0%","92.0%","","$0.0225","4032","512","512","completed","```json {   ""objects"": [     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.92     }   ],   ""count"": 1,   ""countConfidence"": 0.97 } ```"
"18_10400100211BDD00_tile_4386","18_10400100211BDD00_tile_4386.png","rareplanes_yolo_300_final","1","2","Large Civil Transport/Utility","1","2","Large Civil Transport/Utility","Large Civil Transport/Utility|||||","","100.0%","100.0%","","95.0%","85.0%","","$0.0225","3913","512","512","completed","```json {   ""objects"": [     {       ""class"": 2,       ""className"": ""Large Civil Transport/Utility"",       ""confidence"": 0.85     }   ],   ""count"": 1,   ""countConfidence"": 0.95 } ```"
"115_104001004B8E2D00_tile_1066","115_104001004B8E2D00_tile_1066.png","rareplanes_yolo_300_final","1","4","Military Fighter/Interceptor/Attack","1","0","Small Civil Transport/Utility","Small Civil Transport/Utility|||||","","100.0%","0.0%","","92.0%","80.0%","","$0.0255","5160","512","512","completed","I can see a single aircraft in the bottom-left corner of the satellite image. It appears to be a small aircraft, likely parked near what looks like a residential or small airfield area.  ```json {   ""objects"": [     {       ""class"": 0,       ""className"": ""Small Civil Transport/Utility"",       ""confidence"": 0.8     }   ],   ""count"": 1,   ""countConfidence"": 0.92 } ```"
"77_104001004299B200_tile_662","77_104001004299B200_tile_662.png","rareplanes_yolo_300_final","6","1;1;1;1;1;1","Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility","6","1;1;1;1;1;1","Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility;Medium Civil Transport/Utility","Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||;Medium Civil Transport/Utility|||||","","100.0%","100.0%","","82.0%","88.0%;90.0%;90.0%;88.0%;85.0%;87.0%","","$0.0512","11909","512","512","completed","I'll analyze this satellite image carefully to identify and classify all aircraft visible.  **Observations:**  On the right side of the image, there are several aircraft parked at terminal gates in a row. I can count approximately 5 aircraft lined up at gates on the right side. These appear to be medium to large commercial aircraft based on their size and configuration at what appears to be a commercial airport terminal.  On the left side, there is 1 aircraft that appears to be on the taxiway/apron area, which looks like a medium-sized commercial aircraft.  Let me classify each:  - **Right side gates (5 aircraft):** These appear to be narrow-body commercial jets (like 737s or A320s based on size), consistent with medium civil transport aircraft. They have civil airline liveries visible. - **Left side (1 aircraft):** This appears to be a medium-sized civil transport aircraft on the taxiway.  ```json {   ""objects"": [     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.88     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.9     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.9     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.88     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.85     },     {       ""class"": 1,       ""className"": ""Medium Civil Transport/Utility"",       ""confidence"": 0.87     }   ],   ""count"": 6,   ""countConfidence"": 0.82 } ```"
